0	6421	0	1.0
0	10514	0	1.0
1	6422	0	1.0
1	6423	0	1.0
1	6446	0	1.0
1	6488	0	1.0
1	6518	0	1.0
1	6520	0	1.0
1	6532	0	1.0
1	6539	0	1.0
1	9481	0	1.0
1	10301	0	1.0
2	6581	0	1.0
2	13859	0	1.0
2	14411	0	1.0
3	4595	0	1.0
3	4854	0	1.0
3	6370	0	1.0
3	6388	0	1.0
3	6390	0	1.0
3	6410	0	1.0
3	6430	0	1.0
3	6441	0	1.0
3	6454	0	1.0
3	6463	0	1.0
3	6473	0	1.0
3	6474	0	1.0
3	6475	0	1.0
3	6479	0	1.0
3	6482	0	1.0
3	6483	0	1.0
3	6484	0	1.0
3	6499	0	1.0
3	6501	0	1.0
3	6530	0	1.0
3	6537	0	1.0
3	6553	0	1.0
3	6587	0	1.0
3	9684	0	1.0
3	9685	0	1.0
3	9906	0	1.0
3	10494	0	1.0
3	10587	0	1.0
3	10740	0	1.0
3	10742	0	1.0
3	10921	0	1.0
3	11087	0	1.0
3	11316	0	1.0
4	12272	0	1.0
5	4548	0	1.0
5	6413	0	1.0
5	6431	0	1.0
5	6456	0	1.0
5	6480	0	1.0
5	6481	0	1.0
5	6488	0	1.0
5	6495	0	1.0
5	10537	0	1.0
6	10589	0	1.0
7	5648	0	1.0
7	6519	0	1.0
7	6570	0	1.0
7	6575	0	1.0
7	11465	0	1.0
7	13129	0	1.0
8	4282	0	1.0
8	4465	0	1.0
8	6402	0	1.0
9	8820	0	1.0
10	6414	0	1.0
10	8343	0	1.0
10	11334	0	1.0
10	11452	0	1.0
11	4374	0	1.0
11	4773	0	1.0
11	18139	0	1.0
12	8527	0	1.0
12	15023	0	1.0
13	8922	0	1.0
13	9096	0	1.0
13	11774	0	1.0
13	11963	0	1.0
13	11964	0	1.0
13	12013	0	1.0
13	12684	0	1.0
13	13693	0	1.0
13	17385	0	1.0
14	4366	0	1.0
14	6392	0	1.0
14	6393	0	1.0
14	6406	0	1.0
14	6417	0	1.0
14	6424	0	1.0
14	6425	0	1.0
14	6436	0	1.0
14	6437	0	1.0
14	6444	0	1.0
14	6461	0	1.0
14	6462	0	1.0
14	6464	0	1.0
14	6466	0	1.0
14	6478	0	1.0
14	6497	0	1.0
14	6498	0	1.0
14	6511	0	1.0
14	6512	0	1.0
14	6533	0	1.0
14	6538	0	1.0
14	6540	0	1.0
14	6555	0	1.0
14	6558	0	1.0
14	6560	0	1.0
14	6577	0	1.0
14	6585	0	1.0
14	6910	0	1.0
14	9090	0	1.0
14	9845	0	1.0
14	10295	0	1.0
14	11466	0	1.0
14	13804	0	1.0
14	18311	0	1.0
15	7806	0	1.0
16	4689	0	1.0
16	4690	0	1.0
16	5230	0	1.0
16	5626	0	1.0
16	12406	0	1.0
16	12612	0	1.0
16	14451	0	1.0
16	14882	0	1.0
17	7651	0	1.0
17	7946	0	1.0
17	8060	0	1.0
17	8061	0	1.0
17	8397	0	1.0
18	6415	0	1.0
18	6450	0	1.0
18	6503	0	1.0
18	6541	0	1.0
18	6592	0	1.0
18	10789	0	1.0
19	4743	0	1.0
19	4886	0	1.0
19	4887	0	1.0
19	4888	0	1.0
19	4889	0	1.0
19	6387	0	1.0
19	6395	0	1.0
19	6418	0	1.0
19	6453	0	1.0
19	6459	0	1.0
19	9415	0	1.0
19	9948	0	1.0
19	10215	0	1.0
19	10766	0	1.0
19	10946	0	1.0
19	10947	0	1.0
19	10948	0	1.0
20	5756	0	1.0
20	6331	0	1.0
20	6335	0	1.0
20	6567	0	1.0
20	6970	0	1.0
20	8364	0	1.0
